分拣中心,日期,班次,出勤正式工编号,类型
SC60,2023/12/14,16:00-24:00,91,正式工
SC60,2023/12/16,14:00-22:00,91,正式工
SC60,2023/12/19,14:00-22:00,91,正式工
SC60,2023/12/21,05:00-13:00,91,正式工
SC60,2023/12/22,12:00-20:00,91,正式工
SC60,2023/12/24,14:00-22:00,91,正式工
SC60,2023/12/26,12:00-20:00,91,正式工
SC60,2023/12/27,14:00-22:00,91,正式工
SC60,2023/12/29,05:00-13:00,91,正式工
SC60,2023/12/01,12:00-20:00,92,正式工
SC60,2023/12/04,00:00-08:00,92,正式工
SC60,2023/12/08,16:00-24:00,92,正式工
SC60,2023/12/09,05:00-13:00,92,正式工
SC60,2023/12/10,12:00-20:00,92,正式工
SC60,2023/12/15,14:00-22:00,92,正式工
SC60,2023/12/16,05:00-13:00,92,正式工
SC60,2023/12/19,05:00-13:00,92,正式工
SC60,2023/12/21,05:00-13:00,92,正式工
SC60,2023/12/23,16:00-24:00,92,正式工
SC60,2023/12/24,00:00-08:00,92,正式工
SC60,2023/12/25,12:00-20:00,92,正式工
SC60,2023/12/28,08:00-16:00,92,正式工
SC60,2023/12/29,14:00-22:00,92,正式工
SC60,2023/12/30,05:00-13:00,92,正式工
SC60,2023/12/01,12:00-20:00,93,正式工
SC60,2023/12/02,00:00-08:00,93,正式工
SC60,2023/12/03,00:00-08:00,93,正式工
SC60,2023/12/04,12:00-20:00,93,正式工
SC60,2023/12/05,14:00-22:00,93,正式工
SC60,2023/12/06,14:00-22:00,93,正式工
SC60,2023/12/08,14:00-22:00,93,正式工
SC60,2023/12/09,12:00-20:00,93,正式工
SC60,2023/12/10,14:00-22:00,93,正式工
SC60,2023/12/11,16:00-24:00,93,正式工
SC60,2023/12/13,05:00-13:00,93,正式工
SC60,2023/12/14,12:00-20:00,93,正式工
SC60,2023/12/15,08:00-16:00,93,正式工
SC60,2023/12/17,05:00-13:00,93,正式工
SC60,2023/12/18,05:00-13:00,93,正式工
SC60,2023/12/19,08:00-16:00,93,正式工
SC60,2023/12/21,14:00-22:00,93,正式工
SC60,2023/12/22,16:00-24:00,93,正式工
SC60,2023/12/23,12:00-20:00,93,正式工
SC60,2023/12/24,14:00-22:00,93,正式工
SC60,2023/12/25,14:00-22:00,93,正式工
SC60,2023/12/26,00:00-08:00,93,正式工
SC60,2023/12/27,00:00-08:00,93,正式工
SC60,2023/12/30,05:00-13:00,93,正式工
SC60,2023/12/01,12:00-20:00,94,正式工
SC60,2023/12/03,16:00-24:00,94,正式工
SC60,2023/12/04,12:00-20:00,94,正式工
SC60,2023/12/05,05:00-13:00,94,正式工
SC60,2023/12/06,12:00-20:00,94,正式工
SC60,2023/12/07,05:00-13:00,94,正式工
SC60,2023/12/08,05:00-13:00,94,正式工
SC60,2023/12/11,14:00-22:00,94,正式工
SC60,2023/12/13,16:00-24:00,94,正式工
SC60,2023/12/18,05:00-13:00,94,正式工
SC60,2023/12/23,00:00-08:00,94,正式工
SC60,2023/12/26,12:00-20:00,94,正式工
SC60,2023/12/27,08:00-16:00,94,正式工
SC60,2023/12/28,12:00-20:00,94,正式工
SC60,2023/12/29,08:00-16:00,94,正式工
SC60,2023/12/02,14:00-22:00,95,正式工
SC60,2023/12/03,12:00-20:00,95,正式工
SC60,2023/12/05,08:00-16:00,95,正式工
SC60,2023/12/09,08:00-16:00,95,正式工
SC60,2023/12/10,05:00-13:00,95,正式工
SC60,2023/12/11,00:00-08:00,95,正式工
SC60,2023/12/15,08:00-16:00,95,正式工
SC60,2023/12/16,14:00-22:00,95,正式工
SC60,2023/12/17,00:00-08:00,95,正式工
SC60,2023/12/20,12:00-20:00,95,正式工
SC60,2023/12/25,14:00-22:00,95,正式工
SC60,2023/12/27,08:00-16:00,95,正式工
SC60,2023/12/28,12:00-20:00,95,正式工
SC60,2023/12/30,16:00-24:00,95,正式工
SC60,2023/12/03,12:00-20:00,96,正式工
SC60,2023/12/07,16:00-24:00,96,正式工
SC60,2023/12/09,16:00-24:00,96,正式工
SC60,2023/12/10,05:00-13:00,96,正式工
SC60,2023/12/11,00:00-08:00,96,正式工
SC60,2023/12/12,14:00-22:00,96,正式工
SC60,2023/12/15,16:00-24:00,96,正式工
SC60,2023/12/16,12:00-20:00,96,正式工
SC60,2023/12/18,16:00-24:00,96,正式工
SC60,2023/12/19,14:00-22:00,96,正式工
SC60,2023/12/20,00:00-08:00,96,正式工
SC60,2023/12/22,16:00-24:00,96,正式工
SC60,2023/12/23,05:00-13:00,96,正式工
SC60,2023/12/24,14:00-22:00,96,正式工
SC60,2023/12/26,08:00-16:00,96,正式工
SC60,2023/12/28,05:00-13:00,96,正式工
SC60,2023/12/29,08:00-16:00,96,正式工
SC60,2023/12/03,14:00-22:00,97,正式工
SC60,2023/12/06,14:00-22:00,97,正式工
SC60,2023/12/07,00:00-08:00,97,正式工
SC60,2023/12/08,05:00-13:00,97,正式工
SC60,2023/12/09,16:00-24:00,97,正式工
SC60,2023/12/11,12:00-20:00,97,正式工
SC60,2023/12/13,05:00-13:00,97,正式工
SC60,2023/12/14,16:00-24:00,97,正式工
SC60,2023/12/15,00:00-08:00,97,正式工
SC60,2023/12/16,00:00-08:00,97,正式工
SC60,2023/12/17,08:00-16:00,97,正式工
SC60,2023/12/19,05:00-13:00,97,正式工
SC60,2023/12/20,14:00-22:00,97,正式工
SC60,2023/12/21,16:00-24:00,97,正式工
SC60,2023/12/22,00:00-08:00,97,正式工
SC60,2023/12/23,12:00-20:00,97,正式工
SC60,2023/12/24,12:00-20:00,97,正式工
SC60,2023/12/26,05:00-13:00,97,正式工
SC60,2023/12/29,12:00-20:00,97,正式工
SC60,2023/12/02,12:00-20:00,98,正式工
SC60,2023/12/03,00:00-08:00,98,正式工
SC60,2023/12/04,05:00-13:00,98,正式工
SC60,2023/12/05,16:00-24:00,98,正式工
SC60,2023/12/06,08:00-16:00,98,正式工
SC60,2023/12/07,16:00-24:00,98,正式工
SC60,2023/12/08,00:00-08:00,98,正式工
SC60,2023/12/10,12:00-20:00,98,正式工
SC60,2023/12/11,00:00-08:00,98,正式工
SC60,2023/12/12,12:00-20:00,98,正式工
SC60,2023/12/13,16:00-24:00,98,正式工
SC60,2023/12/14,05:00-13:00,98,正式工
SC60,2023/12/16,16:00-24:00,98,正式工
SC60,2023/12/17,00:00-08:00,98,正式工
SC60,2023/12/19,05:00-13:00,98,正式工
SC60,2023/12/20,16:00-24:00,98,正式工
SC60,2023/12/21,08:00-16:00,98,正式工
SC60,2023/12/22,00:00-08:00,98,正式工
SC60,2023/12/24,12:00-20:00,98,正式工
SC60,2023/12/25,12:00-20:00,98,正式工
SC60,2023/12/26,12:00-20:00,98,正式工
SC60,2023/12/27,12:00-20:00,98,正式工
SC60,2023/12/29,14:00-22:00,98,正式工
SC60,2023/12/30,12:00-20:00,98,正式工
SC60,2023/12/02,12:00-20:00,99,正式工
SC60,2023/12/03,12:00-20:00,99,正式工
SC60,2023/12/04,14:00-22:00,99,正式工
SC60,2023/12/08,14:00-22:00,99,正式工
SC60,2023/12/09,00:00-08:00,99,正式工
SC60,2023/12/10,12:00-20:00,99,正式工
SC60,2023/12/11,14:00-22:00,99,正式工
SC60,2023/12/12,12:00-20:00,99,正式工
SC60,2023/12/13,12:00-20:00,99,正式工
SC60,2023/12/14,05:00-13:00,99,正式工
SC60,2023/12/16,08:00-16:00,99,正式工
SC60,2023/12/17,16:00-24:00,99,正式工
SC60,2023/12/18,00:00-08:00,99,正式工
SC60,2023/12/22,14:00-22:00,99,正式工
SC60,2023/12/23,05:00-13:00,99,正式工
SC60,2023/12/27,16:00-24:00,99,正式工
SC60,2023/12/28,08:00-16:00,99,正式工
SC60,2023/12/29,05:00-13:00,99,正式工
SC60,2023/12/30,14:00-22:00,99,正式工
SC60,2023/12/01,00:00-08:00,100,正式工
SC60,2023/12/02,00:00-08:00,100,正式工
SC60,2023/12/03,16:00-24:00,100,正式工
SC60,2023/12/04,14:00-22:00,100,正式工
SC60,2023/12/05,12:00-20:00,100,正式工
SC60,2023/12/06,16:00-24:00,100,正式工
SC60,2023/12/07,12:00-20:00,100,正式工
SC60,2023/12/09,08:00-16:00,100,正式工
SC60,2023/12/11,05:00-13:00,100,正式工
SC60,2023/12/12,08:00-16:00,100,正式工
SC60,2023/12/13,05:00-13:00,100,正式工
SC60,2023/12/15,00:00-08:00,100,正式工
SC60,2023/12/16,08:00-16:00,100,正式工
SC60,2023/12/18,05:00-13:00,100,正式工
SC60,2023/12/19,14:00-22:00,100,正式工
SC60,2023/12/20,12:00-20:00,100,正式工
SC60,2023/12/21,08:00-16:00,100,正式工
SC60,2023/12/23,16:00-24:00,100,正式工
SC60,2023/12/25,05:00-13:00,100,正式工
SC60,2023/12/27,05:00-13:00,100,正式工
SC60,2023/12/28,14:00-22:00,100,正式工
SC60,2023/12/29,16:00-24:00,100,正式工
SC60,2023/12/01,16:00-24:00,101,正式工
SC60,2023/12/02,12:00-20:00,101,正式工
SC60,2023/12/03,14:00-22:00,101,正式工
SC60,2023/12/06,16:00-24:00,101,正式工
SC60,2023/12/07,12:00-20:00,101,正式工
SC60,2023/12/08,16:00-24:00,101,正式工
SC60,2023/12/09,05:00-13:00,101,正式工
SC60,2023/12/10,12:00-20:00,101,正式工
SC60,2023/12/13,16:00-24:00,101,正式工
SC60,2023/12/14,12:00-20:00,101,正式工
SC60,2023/12/18,12:00-20:00,101,正式工
SC60,2023/12/20,08:00-16:00,101,正式工
SC60,2023/12/21,12:00-20:00,101,正式工
SC60,2023/12/22,12:00-20:00,101,正式工
SC60,2023/12/23,08:00-16:00,101,正式工
SC60,2023/12/24,05:00-13:00,101,正式工
SC60,2023/12/25,05:00-13:00,101,正式工
SC60,2023/12/27,00:00-08:00,101,正式工
SC60,2023/12/29,16:00-24:00,101,正式工
SC60,2023/12/30,05:00-13:00,101,正式工
SC60,2023/12/01,00:00-08:00,102,正式工
SC60,2023/12/02,05:00-13:00,102,正式工
SC60,2023/12/03,12:00-20:00,102,正式工
SC60,2023/12/04,16:00-24:00,102,正式工
SC60,2023/12/05,08:00-16:00,102,正式工
SC60,2023/12/06,16:00-24:00,102,正式工
SC60,2023/12/07,05:00-13:00,102,正式工
SC60,2023/12/09,16:00-24:00,102,正式工
SC60,2023/12/10,00:00-08:00,102,正式工
SC60,2023/12/11,16:00-24:00,102,正式工
SC60,2023/12/13,05:00-13:00,102,正式工
SC60,2023/12/14,12:00-20:00,102,正式工
SC60,2023/12/15,08:00-16:00,102,正式工
SC60,2023/12/17,14:00-22:00,102,正式工
SC60,2023/12/20,16:00-24:00,102,正式工
SC60,2023/12/21,12:00-20:00,102,正式工
SC60,2023/12/22,05:00-13:00,102,正式工
SC60,2023/12/23,16:00-24:00,102,正式工
SC60,2023/12/25,05:00-13:00,102,正式工
SC60,2023/12/26,00:00-08:00,102,正式工
SC60,2023/12/27,14:00-22:00,102,正式工
SC60,2023/12/29,00:00-08:00,102,正式工
SC60,2023/12/30,08:00-16:00,102,正式工
SC60,2023/12/01,05:00-13:00,103,正式工
SC60,2023/12/02,12:00-20:00,103,正式工
SC60,2023/12/03,12:00-20:00,103,正式工
SC60,2023/12/04,14:00-22:00,103,正式工
SC60,2023/12/06,12:00-20:00,103,正式工
SC60,2023/12/07,08:00-16:00,103,正式工
SC60,2023/12/09,14:00-22:00,103,正式工
SC60,2023/12/10,16:00-24:00,103,正式工
SC60,2023/12/11,00:00-08:00,103,正式工
SC60,2023/12/13,14:00-22:00,103,正式工
SC60,2023/12/14,16:00-24:00,103,正式工
SC60,2023/12/15,16:00-24:00,103,正式工
SC60,2023/12/16,12:00-20:00,103,正式工
SC60,2023/12/17,16:00-24:00,103,正式工
SC60,2023/12/18,12:00-20:00,103,正式工
SC60,2023/12/20,05:00-13:00,103,正式工
SC60,2023/12/21,05:00-13:00,103,正式工
SC60,2023/12/23,00:00-08:00,103,正式工
SC60,2023/12/25,16:00-24:00,103,正式工
SC60,2023/12/26,05:00-13:00,103,正式工
SC60,2023/12/29,08:00-16:00,103,正式工
SC60,2023/12/30,08:00-16:00,103,正式工
SC60,2023/12/02,14:00-22:00,104,正式工
SC60,2023/12/03,05:00-13:00,104,正式工
SC60,2023/12/04,14:00-22:00,104,正式工
SC60,2023/12/06,16:00-24:00,104,正式工
SC60,2023/12/08,14:00-22:00,104,正式工
SC60,2023/12/09,00:00-08:00,104,正式工
SC60,2023/12/10,05:00-13:00,104,正式工
SC60,2023/12/11,05:00-13:00,104,正式工
SC60,2023/12/12,05:00-13:00,104,正式工
SC60,2023/12/13,12:00-20:00,104,正式工
SC60,2023/12/14,05:00-13:00,104,正式工
SC60,2023/12/16,05:00-13:00,104,正式工
SC60,2023/12/17,05:00-13:00,104,正式工
SC60,2023/12/20,12:00-20:00,104,正式工
SC60,2023/12/21,14:00-22:00,104,正式工
SC60,2023/12/22,16:00-24:00,104,正式工
SC60,2023/12/23,16:00-24:00,104,正式工
SC60,2023/12/26,12:00-20:00,104,正式工
SC60,2023/12/28,12:00-20:00,104,正式工
SC60,2023/12/29,16:00-24:00,104,正式工
SC60,2023/12/30,16:00-24:00,104,正式工
SC60,2023/12/01,00:00-08:00,105,正式工
SC60,2023/12/02,16:00-24:00,105,正式工
SC60,2023/12/03,00:00-08:00,105,正式工
SC60,2023/12/08,16:00-24:00,105,正式工
SC60,2023/12/11,08:00-16:00,105,正式工
SC60,2023/12/14,16:00-24:00,105,正式工
SC60,2023/12/16,00:00-08:00,105,正式工
SC60,2023/12/17,14:00-22:00,105,正式工
SC60,2023/12/18,12:00-20:00,105,正式工
SC60,2023/12/22,05:00-13:00,105,正式工
SC60,2023/12/26,08:00-16:00,105,正式工
SC60,2023/12/27,16:00-24:00,105,正式工
SC60,2023/12/28,16:00-24:00,105,正式工
SC60,2023/12/29,16:00-24:00,105,正式工
SC60,2023/12/01,16:00-24:00,106,正式工
SC60,2023/12/02,16:00-24:00,106,正式工
SC60,2023/12/03,12:00-20:00,106,正式工
SC60,2023/12/06,08:00-16:00,106,正式工
SC60,2023/12/08,05:00-13:00,106,正式工
SC60,2023/12/11,16:00-24:00,106,正式工
SC60,2023/12/12,12:00-20:00,106,正式工
SC60,2023/12/13,05:00-13:00,106,正式工
SC60,2023/12/14,00:00-08:00,106,正式工
SC60,2023/12/16,14:00-22:00,106,正式工
SC60,2023/12/18,14:00-22:00,106,正式工
SC60,2023/12/19,08:00-16:00,106,正式工
SC60,2023/12/23,05:00-13:00,106,正式工
SC60,2023/12/24,14:00-22:00,106,正式工
SC60,2023/12/25,16:00-24:00,106,正式工
SC60,2023/12/26,12:00-20:00,106,正式工
SC60,2023/12/27,16:00-24:00,106,正式工
SC60,2023/12/29,05:00-13:00,106,正式工
SC60,2023/12/30,08:00-16:00,106,正式工
SC60,2023/12/01,12:00-20:00,107,正式工
SC60,2023/12/03,08:00-16:00,107,正式工
SC60,2023/12/05,16:00-24:00,107,正式工
SC60,2023/12/06,00:00-08:00,107,正式工
SC60,2023/12/07,16:00-24:00,107,正式工
SC60,2023/12/09,08:00-16:00,107,正式工
SC60,2023/12/12,00:00-08:00,107,正式工
SC60,2023/12/14,00:00-08:00,107,正式工
SC60,2023/12/16,14:00-22:00,107,正式工
SC60,2023/12/20,00:00-08:00,107,正式工
SC60,2023/12/21,12:00-20:00,107,正式工
SC60,2023/12/23,05:00-13:00,107,正式工
SC60,2023/12/25,05:00-13:00,107,正式工
SC60,2023/12/26,12:00-20:00,107,正式工
SC60,2023/12/28,08:00-16:00,107,正式工
SC60,2023/12/29,16:00-24:00,107,正式工
SC60,2023/12/30,08:00-16:00,107,正式工
SC60,2023/12/01,16:00-24:00,108,正式工
SC60,2023/12/02,12:00-20:00,108,正式工
SC60,2023/12/03,08:00-16:00,108,正式工
SC60,2023/12/04,16:00-24:00,108,正式工
SC60,2023/12/05,00:00-08:00,108,正式工
SC60,2023/12/06,08:00-16:00,108,正式工
SC60,2023/12/07,05:00-13:00,108,正式工
SC60,2023/12/09,16:00-24:00,108,正式工
SC60,2023/12/11,05:00-13:00,108,正式工
SC60,2023/12/12,12:00-20:00,108,正式工
SC60,2023/12/13,05:00-13:00,108,正式工
SC60,2023/12/15,16:00-24:00,108,正式工
SC60,2023/12/17,14:00-22:00,108,正式工
SC60,2023/12/18,08:00-16:00,108,正式工
SC60,2023/12/19,00:00-08:00,108,正式工
SC60,2023/12/20,00:00-08:00,108,正式工
SC60,2023/12/22,08:00-16:00,108,正式工
SC60,2023/12/23,05:00-13:00,108,正式工
SC60,2023/12/25,08:00-16:00,108,正式工
SC60,2023/12/26,16:00-24:00,108,正式工
SC60,2023/12/27,05:00-13:00,108,正式工
SC60,2023/12/28,05:00-13:00,108,正式工
SC60,2023/12/30,14:00-22:00,108,正式工
SC60,2023/12/02,12:00-20:00,109,正式工
SC60,2023/12/04,14:00-22:00,109,正式工
SC60,2023/12/05,05:00-13:00,109,正式工
SC60,2023/12/06,12:00-20:00,109,正式工
SC60,2023/12/11,12:00-20:00,109,正式工
SC60,2023/12/12,00:00-08:00,109,正式工
SC60,2023/12/13,05:00-13:00,109,正式工
SC60,2023/12/14,08:00-16:00,109,正式工
SC60,2023/12/15,08:00-16:00,109,正式工
SC60,2023/12/16,05:00-13:00,109,正式工
SC60,2023/12/17,00:00-08:00,109,正式工
SC60,2023/12/20,16:00-24:00,109,正式工
SC60,2023/12/21,14:00-22:00,109,正式工
SC60,2023/12/22,05:00-13:00,109,正式工
SC60,2023/12/23,16:00-24:00,109,正式工
SC60,2023/12/24,00:00-08:00,109,正式工
SC60,2023/12/25,00:00-08:00,109,正式工
SC60,2023/12/26,00:00-08:00,109,正式工
SC60,2023/12/28,05:00-13:00,109,正式工
SC60,2023/12/29,12:00-20:00,109,正式工
SC60,2023/12/30,12:00-20:00,109,正式工
SC60,2023/12/01,16:00-24:00,110,正式工
SC60,2023/12/02,16:00-24:00,110,正式工
SC60,2023/12/03,14:00-22:00,110,正式工
SC60,2023/12/04,00:00-08:00,110,正式工
SC60,2023/12/05,05:00-13:00,110,正式工
SC60,2023/12/06,08:00-16:00,110,正式工
SC60,2023/12/07,08:00-16:00,110,正式工
SC60,2023/12/09,12:00-20:00,110,正式工
SC60,2023/12/10,12:00-20:00,110,正式工
SC60,2023/12/11,16:00-24:00,110,正式工
SC60,2023/12/12,12:00-20:00,110,正式工
SC60,2023/12/13,16:00-24:00,110,正式工
SC60,2023/12/14,08:00-16:00,110,正式工
SC60,2023/12/15,08:00-16:00,110,正式工
SC60,2023/12/18,05:00-13:00,110,正式工
SC60,2023/12/19,14:00-22:00,110,正式工
SC60,2023/12/20,00:00-08:00,110,正式工
SC60,2023/12/21,14:00-22:00,110,正式工
SC60,2023/12/23,05:00-13:00,110,正式工
SC60,2023/12/24,08:00-16:00,110,正式工
SC60,2023/12/26,16:00-24:00,110,正式工
SC60,2023/12/29,05:00-13:00,110,正式工
SC60,2023/12/01,05:00-13:00,111,正式工
SC60,2023/12/03,00:00-08:00,111,正式工
SC60,2023/12/06,16:00-24:00,111,正式工
SC60,2023/12/07,14:00-22:00,111,正式工
SC60,2023/12/08,16:00-24:00,111,正式工
SC60,2023/12/09,08:00-16:00,111,正式工
SC60,2023/12/11,05:00-13:00,111,正式工
SC60,2023/12/12,16:00-24:00,111,正式工
SC60,2023/12/13,00:00-08:00,111,正式工
SC60,2023/12/15,05:00-13:00,111,正式工
SC60,2023/12/16,16:00-24:00,111,正式工
SC60,2023/12/17,05:00-13:00,111,正式工
SC60,2023/12/18,12:00-20:00,111,正式工
SC60,2023/12/19,08:00-16:00,111,正式工
SC60,2023/12/20,14:00-22:00,111,正式工
SC60,2023/12/25,00:00-08:00,111,正式工
SC60,2023/12/26,05:00-13:00,111,正式工
SC60,2023/12/27,16:00-24:00,111,正式工
SC60,2023/12/29,08:00-16:00,111,正式工
SC60,2023/12/01,14:00-22:00,112,正式工
SC60,2023/12/02,16:00-24:00,112,正式工
SC60,2023/12/03,12:00-20:00,112,正式工
SC60,2023/12/06,12:00-20:00,112,正式工
SC60,2023/12/07,12:00-20:00,112,正式工
SC60,2023/12/09,05:00-13:00,112,正式工
SC60,2023/12/10,05:00-13:00,112,正式工
SC60,2023/12/11,16:00-24:00,112,正式工
SC60,2023/12/12,05:00-13:00,112,正式工
SC60,2023/12/14,14:00-22:00,112,正式工
SC60,2023/12/15,14:00-22:00,112,正式工
SC60,2023/12/17,14:00-22:00,112,正式工
SC60,2023/12/18,05:00-13:00,112,正式工
SC60,2023/12/20,14:00-22:00,112,正式工
SC60,2023/12/22,08:00-16:00,112,正式工
SC60,2023/12/23,05:00-13:00,112,正式工
SC60,2023/12/24,08:00-16:00,112,正式工
SC60,2023/12/25,16:00-24:00,112,正式工
SC60,2023/12/26,12:00-20:00,112,正式工
SC60,2023/12/27,12:00-20:00,112,正式工
SC60,2023/12/28,14:00-22:00,112,正式工
SC60,2023/12/30,05:00-13:00,112,正式工
SC60,2023/12/01,16:00-24:00,113,正式工
SC60,2023/12/03,08:00-16:00,113,正式工
SC60,2023/12/04,16:00-24:00,113,正式工
SC60,2023/12/05,14:00-22:00,113,正式工
SC60,2023/12/07,05:00-13:00,113,正式工
SC60,2023/12/08,12:00-20:00,113,正式工
SC60,2023/12/09,08:00-16:00,113,正式工
SC60,2023/12/10,08:00-16:00,113,正式工
SC60,2023/12/11,12:00-20:00,113,正式工
SC60,2023/12/12,08:00-16:00,113,正式工
SC60,2023/12/14,05:00-13:00,113,正式工
SC60,2023/12/16,08:00-16:00,113,正式工
SC60,2023/12/17,16:00-24:00,113,正式工
SC60,2023/12/18,16:00-24:00,113,正式工
SC60,2023/12/20,14:00-22:00,113,正式工
SC60,2023/12/22,12:00-20:00,113,正式工
SC60,2023/12/23,00:00-08:00,113,正式工
SC60,2023/12/24,14:00-22:00,113,正式工
SC60,2023/12/26,12:00-20:00,113,正式工
SC60,2023/12/27,05:00-13:00,113,正式工
SC60,2023/12/29,00:00-08:00,113,正式工
SC60,2023/12/30,00:00-08:00,113,正式工
SC60,2023/12/01,12:00-20:00,114,正式工
SC60,2023/12/02,08:00-16:00,114,正式工
SC60,2023/12/03,14:00-22:00,114,正式工
SC60,2023/12/05,12:00-20:00,114,正式工
SC60,2023/12/06,05:00-13:00,114,正式工
SC60,2023/12/07,14:00-22:00,114,正式工
SC60,2023/12/08,08:00-16:00,114,正式工
SC60,2023/12/12,12:00-20:00,114,正式工
SC60,2023/12/13,00:00-08:00,114,正式工
SC60,2023/12/18,00:00-08:00,114,正式工
SC60,2023/12/19,12:00-20:00,114,正式工
SC60,2023/12/21,16:00-24:00,114,正式工
SC60,2023/12/25,12:00-20:00,114,正式工
SC60,2023/12/26,00:00-08:00,114,正式工
SC60,2023/12/27,14:00-22:00,114,正式工
SC60,2023/12/30,16:00-24:00,114,正式工
SC60,2023/12/02,16:00-24:00,115,正式工
SC60,2023/12/04,05:00-13:00,115,正式工
SC60,2023/12/07,05:00-13:00,115,正式工
SC60,2023/12/08,05:00-13:00,115,正式工
SC60,2023/12/09,16:00-24:00,115,正式工
SC60,2023/12/10,12:00-20:00,115,正式工
SC60,2023/12/11,12:00-20:00,115,正式工
SC60,2023/12/12,12:00-20:00,115,正式工
SC60,2023/12/13,14:00-22:00,115,正式工
SC60,2023/12/16,16:00-24:00,115,正式工
SC60,2023/12/17,08:00-16:00,115,正式工
SC60,2023/12/18,05:00-13:00,115,正式工
SC60,2023/12/19,00:00-08:00,115,正式工
SC60,2023/12/20,16:00-24:00,115,正式工
SC60,2023/12/21,16:00-24:00,115,正式工
SC60,2023/12/23,12:00-20:00,115,正式工
SC60,2023/12/25,08:00-16:00,115,正式工
SC60,2023/12/28,12:00-20:00,115,正式工
SC60,2023/12/29,08:00-16:00,115,正式工
SC60,2023/12/30,08:00-16:00,115,正式工
SC60,2023/12/01,16:00-24:00,116,正式工
SC60,2023/12/02,14:00-22:00,116,正式工
SC60,2023/12/03,12:00-20:00,116,正式工
SC60,2023/12/04,00:00-08:00,116,正式工
SC60,2023/12/05,00:00-08:00,116,正式工
SC60,2023/12/06,05:00-13:00,116,正式工
SC60,2023/12/08,08:00-16:00,116,正式工
SC60,2023/12/09,08:00-16:00,116,正式工
SC60,2023/12/10,08:00-16:00,116,正式工
SC60,2023/12/11,16:00-24:00,116,正式工
SC60,2023/12/13,12:00-20:00,116,正式工
SC60,2023/12/14,08:00-16:00,116,正式工
SC60,2023/12/15,12:00-20:00,116,正式工
SC60,2023/12/17,16:00-24:00,116,正式工
SC60,2023/12/18,16:00-24:00,116,正式工
SC60,2023/12/19,12:00-20:00,116,正式工
SC60,2023/12/20,08:00-16:00,116,正式工
SC60,2023/12/21,05:00-13:00,116,正式工
SC60,2023/12/22,05:00-13:00,116,正式工
SC60,2023/12/23,08:00-16:00,116,正式工
SC60,2023/12/26,05:00-13:00,116,正式工
SC60,2023/12/27,00:00-08:00,116,正式工
SC60,2023/12/29,12:00-20:00,116,正式工
SC60,2023/12/30,12:00-20:00,116,正式工
SC60,2023/12/01,12:00-20:00,117,正式工
SC60,2023/12/02,08:00-16:00,117,正式工
SC60,2023/12/03,16:00-24:00,117,正式工
SC60,2023/12/04,00:00-08:00,117,正式工
SC60,2023/12/05,16:00-24:00,117,正式工
SC60,2023/12/06,16:00-24:00,117,正式工
SC60,2023/12/07,16:00-24:00,117,正式工
SC60,2023/12/10,00:00-08:00,117,正式工
SC60,2023/12/14,16:00-24:00,117,正式工
SC60,2023/12/15,14:00-22:00,117,正式工
SC60,2023/12/16,16:00-24:00,117,正式工
SC60,2023/12/17,12:00-20:00,117,正式工
SC60,2023/12/19,16:00-24:00,117,正式工
SC60,2023/12/20,12:00-20:00,117,正式工
SC60,2023/12/21,14:00-22:00,117,正式工
SC60,2023/12/22,05:00-13:00,117,正式工
SC60,2023/12/24,12:00-20:00,117,正式工
SC60,2023/12/27,05:00-13:00,117,正式工
SC60,2023/12/28,12:00-20:00,117,正式工
SC60,2023/12/29,14:00-22:00,117,正式工
SC60,2023/12/01,08:00-16:00,118,正式工
SC60,2023/12/04,08:00-16:00,118,正式工
SC60,2023/12/05,12:00-20:00,118,正式工
SC60,2023/12/06,16:00-24:00,118,正式工
SC60,2023/12/09,00:00-08:00,118,正式工
SC60,2023/12/10,16:00-24:00,118,正式工
SC60,2023/12/11,00:00-08:00,118,正式工
SC60,2023/12/12,14:00-22:00,118,正式工
SC60,2023/12/13,08:00-16:00,118,正式工
SC60,2023/12/14,08:00-16:00,118,正式工
SC60,2023/12/15,05:00-13:00,118,正式工
SC60,2023/12/18,08:00-16:00,118,正式工
SC60,2023/12/19,08:00-16:00,118,正式工
SC60,2023/12/20,08:00-16:00,118,正式工
SC60,2023/12/21,16:00-24:00,118,正式工
SC60,2023/12/22,12:00-20:00,118,正式工
SC60,2023/12/23,16:00-24:00,118,正式工
SC60,2023/12/24,16:00-24:00,118,正式工
SC60,2023/12/26,12:00-20:00,118,正式工
SC60,2023/12/28,00:00-08:00,118,正式工
SC60,2023/12/29,00:00-08:00,118,正式工
SC60,2023/12/01,12:00-20:00,119,正式工
SC60,2023/12/03,00:00-08:00,119,正式工
SC60,2023/12/04,05:00-13:00,119,正式工
SC60,2023/12/05,12:00-20:00,119,正式工
SC60,2023/12/06,08:00-16:00,119,正式工
SC60,2023/12/07,14:00-22:00,119,正式工
SC60,2023/12/08,16:00-24:00,119,正式工
SC60,2023/12/09,12:00-20:00,119,正式工
SC60,2023/12/12,05:00-13:00,119,正式工
SC60,2023/12/13,12:00-20:00,119,正式工
SC60,2023/12/14,16:00-24:00,119,正式工
SC60,2023/12/16,14:00-22:00,119,正式工
SC60,2023/12/17,16:00-24:00,119,正式工
SC60,2023/12/18,16:00-24:00,119,正式工
SC60,2023/12/19,08:00-16:00,119,正式工
