分拣中心,日期,班次,正式工人数,临时工人数,班次货量
SC56,2023/12/12,08:00-16:00,2,0,287.0
SC56,2023/12/12,12:00-20:00,2,0,335.0
SC56,2023/12/12,14:00-22:00,3,0,459.0
SC56,2023/12/12,16:00-24:00,3,0,559.0
SC56,2023/12/13,00:00-08:00,1,0,17.0
SC56,2023/12/13,05:00-13:00,2,0,223.0
SC56,2023/12/13,08:00-16:00,2,0,320.0
SC56,2023/12/13,12:00-20:00,2,0,275.0
SC56,2023/12/13,14:00-22:00,2,0,359.0
SC56,2023/12/13,16:00-24:00,3,0,426.0
SC56,2023/12/14,00:00-08:00,1,0,19.0
SC56,2023/12/14,05:00-13:00,2,0,233.0
SC56,2023/12/14,08:00-16:00,2,0,325.0
SC56,2023/12/14,12:00-20:00,2,0,297.0
SC56,2023/12/14,14:00-22:00,2,0,397.0
SC56,2023/12/14,16:00-24:00,3,0,468.0
SC56,2023/12/15,00:00-08:00,1,0,18.0
SC56,2023/12/15,05:00-13:00,2,0,227.0
SC56,2023/12/15,08:00-16:00,2,0,314.0
SC56,2023/12/15,12:00-20:00,2,0,222.0
SC56,2023/12/15,14:00-22:00,2,0,290.0
SC56,2023/12/15,16:00-24:00,2,0,358.0
SC56,2023/12/16,00:00-08:00,1,0,20.0
SC56,2023/12/16,05:00-13:00,2,0,230.0
SC56,2023/12/16,08:00-16:00,2,0,310.0
SC56,2023/12/16,12:00-20:00,2,0,270.0
SC56,2023/12/16,14:00-22:00,2,0,334.0
SC56,2023/12/16,16:00-24:00,2,0,397.0
SC56,2023/12/17,00:00-08:00,1,0,21.0
SC56,2023/12/17,05:00-13:00,2,0,225.0
SC56,2023/12/17,08:00-16:00,2,0,297.0
SC56,2023/12/17,12:00-20:00,2,0,213.0
SC56,2023/12/17,14:00-22:00,2,0,297.0
SC56,2023/12/17,16:00-24:00,2,0,354.0
SC56,2023/12/18,00:00-08:00,1,0,19.0
SC56,2023/12/18,05:00-13:00,2,0,221.0
SC56,2023/12/18,08:00-16:00,2,0,301.0
SC56,2023/12/18,12:00-20:00,2,0,268.0
SC56,2023/12/18,14:00-22:00,2,0,315.0
SC56,2023/12/18,16:00-24:00,2,0,367.0
SC56,2023/12/19,00:00-08:00,1,0,20.0
SC56,2023/12/19,05:00-13:00,2,0,221.0
SC56,2023/12/19,08:00-16:00,2,0,292.0
SC56,2023/12/19,12:00-20:00,2,0,221.0
SC56,2023/12/19,14:00-22:00,2,0,294.0
SC56,2023/12/19,16:00-24:00,2,0,352.0
SC56,2023/12/20,00:00-08:00,1,0,20.0
SC56,2023/12/20,05:00-13:00,2,0,208.0
SC56,2023/12/20,08:00-16:00,2,0,278.0
SC56,2023/12/20,12:00-20:00,2,0,286.0
SC56,2023/12/20,14:00-22:00,2,0,342.0
SC56,2023/12/20,16:00-24:00,2,0,389.0
SC56,2023/12/21,00:00-08:00,1,0,16.0
SC56,2023/12/21,05:00-13:00,1,0,193.0
SC56,2023/12/21,08:00-16:00,2,0,271.0
SC56,2023/12/21,12:00-20:00,2,0,252.0
SC56,2023/12/21,14:00-22:00,2,0,295.0
SC56,2023/12/21,16:00-24:00,2,0,343.0
SC56,2023/12/22,00:00-08:00,1,0,12.0
SC56,2023/12/22,05:00-13:00,1,0,178.0
SC56,2023/12/22,08:00-16:00,2,0,244.0
SC56,2023/12/22,12:00-20:00,2,0,273.0
SC56,2023/12/22,14:00-22:00,2,0,326.0
SC56,2023/12/22,16:00-24:00,2,0,383.0
SC56,2023/12/23,00:00-08:00,1,0,13.0
SC56,2023/12/23,05:00-13:00,1,0,173.0
SC56,2023/12/23,08:00-16:00,2,0,236.0
SC56,2023/12/23,12:00-20:00,2,0,218.0
SC56,2023/12/23,14:00-22:00,2,0,258.0
SC56,2023/12/23,16:00-24:00,2,0,306.0
SC56,2023/12/24,00:00-08:00,1,0,13.0
SC56,2023/12/24,05:00-13:00,1,0,181.0
SC56,2023/12/24,08:00-16:00,2,0,240.0
SC56,2023/12/24,12:00-20:00,2,0,257.0
SC56,2023/12/24,14:00-22:00,2,0,302.0
SC56,2023/12/24,16:00-24:00,2,0,351.0
SC56,2023/12/25,00:00-08:00,1,0,13.0
SC56,2023/12/25,05:00-13:00,1,0,183.0
SC56,2023/12/25,08:00-16:00,2,0,242.0
SC56,2023/12/25,12:00-20:00,1,0,191.0
SC56,2023/12/25,14:00-22:00,2,0,229.0
SC56,2023/12/25,16:00-24:00,2,0,270.0
SC56,2023/12/26,00:00-08:00,1,0,14.0
SC56,2023/12/26,05:00-13:00,1,0,178.0
SC56,2023/12/26,08:00-16:00,2,0,235.0
SC56,2023/12/26,12:00-20:00,2,0,219.0
SC56,2023/12/26,14:00-22:00,2,0,252.0
SC56,2023/12/26,16:00-24:00,2,0,293.0
SC56,2023/12/27,00:00-08:00,1,0,15.0
SC56,2023/12/27,05:00-13:00,1,0,180.0
SC56,2023/12/27,08:00-16:00,2,0,231.0
SC56,2023/12/27,12:00-20:00,1,0,150.0
SC56,2023/12/27,14:00-22:00,1,0,183.0
SC56,2023/12/27,16:00-24:00,2,0,222.0
SC56,2023/12/28,00:00-08:00,1,0,14.0
SC56,2023/12/28,05:00-13:00,1,0,175.0
SC56,2023/12/28,08:00-16:00,2,0,227.0
SC56,2023/12/28,12:00-20:00,1,0,190.0
SC56,2023/12/28,14:00-22:00,2,0,223.0
SC56,2023/12/28,16:00-24:00,2,0,257.0
SC56,2023/12/29,00:00-08:00,1,0,14.0
SC56,2023/12/29,05:00-13:00,1,0,172.0
SC56,2023/12/29,08:00-16:00,2,0,224.0
SC56,2023/12/29,12:00-20:00,1,0,142.0
SC56,2023/12/29,14:00-22:00,1,0,167.0
SC56,2023/12/29,16:00-24:00,2,0,203.0
SC56,2023/12/30,00:00-08:00,1,0,14.0
SC56,2023/12/30,05:00-13:00,1,0,171.0
SC56,2023/12/30,08:00-16:00,2,0,220.0
SC56,2023/12/30,12:00-20:00,1,0,181.0
SC56,2023/12/30,14:00-22:00,2,0,207.0
SC56,2023/12/30,16:00-24:00,2,0,238.0
SC57,2023/12/01,00:00-08:00,22,0,4328.0
SC57,2023/12/01,05:00-13:00,7,0,1266.0
SC57,2023/12/01,08:00-16:00,10,0,1874.0
SC57,2023/12/01,12:00-20:00,10,0,1835.0
SC57,2023/12/01,14:00-22:00,9,0,1632.0
SC57,2023/12/01,16:00-24:00,10,0,1906.0
SC57,2023/12/02,00:00-08:00,21,0,4086.0
SC57,2023/12/02,05:00-13:00,5,0,908.0
SC57,2023/12/02,08:00-16:00,9,0,1660.0
SC57,2023/12/02,12:00-20:00,10,0,1869.0
SC57,2023/12/02,14:00-22:00,8,0,1405.0
SC57,2023/12/02,16:00-24:00,8,0,1553.0
SC57,2023/12/03,00:00-08:00,22,0,4320.0
SC57,2023/12/03,05:00-13:00,6,0,1100.0
SC57,2023/12/03,08:00-16:00,8,0,1479.0
SC57,2023/12/03,12:00-20:00,8,0,1411.0
SC57,2023/12/03,14:00-22:00,7,0,1232.0
SC57,2023/12/03,16:00-24:00,9,0,1649.0
SC57,2023/12/04,00:00-08:00,20,0,3869.0
SC57,2023/12/04,05:00-13:00,6,0,1112.0
SC57,2023/12/04,08:00-16:00,9,0,1692.0
SC57,2023/12/04,12:00-20:00,8,0,1570.0
SC57,2023/12/04,14:00-22:00,8,0,1524.0
SC57,2023/12/04,16:00-24:00,10,0,1912.0
SC57,2023/12/05,00:00-08:00,20,0,3999.0
SC57,2023/12/05,05:00-13:00,6,0,1041.0
SC57,2023/12/05,08:00-16:00,9,0,1663.0
SC57,2023/12/05,12:00-20:00,9,0,1740.0
SC57,2023/12/05,14:00-22:00,8,0,1582.0
SC57,2023/12/05,16:00-24:00,9,0,1792.0
SC57,2023/12/06,00:00-08:00,20,0,3808.0
SC57,2023/12/06,05:00-13:00,6,0,1049.0
SC57,2023/12/06,08:00-16:00,9,0,1625.0
SC57,2023/12/06,12:00-20:00,8,0,1513.0
SC57,2023/12/06,14:00-22:00,7,0,1288.0
SC57,2023/12/06,16:00-24:00,8,0,1490.0
SC57,2023/12/07,00:00-08:00,20,0,3992.0
SC57,2023/12/07,05:00-13:00,6,0,1053.0
SC57,2023/12/07,08:00-16:00,8,0,1575.0
SC57,2023/12/07,12:00-20:00,8,0,1582.0
SC57,2023/12/07,14:00-22:00,7,0,1268.0
SC57,2023/12/07,16:00-24:00,8,0,1573.0
SC57,2023/12/08,00:00-08:00,22,0,4282.0
SC57,2023/12/08,05:00-13:00,5,0,990.0
SC57,2023/12/08,08:00-16:00,8,0,1454.0
SC57,2023/12/08,12:00-20:00,7,0,1314.0
SC57,2023/12/08,14:00-22:00,7,0,1287.0
SC57,2023/12/08,16:00-24:00,8,0,1580.0
SC57,2023/12/09,00:00-08:00,20,0,3884.0
SC57,2023/12/09,05:00-13:00,6,0,1045.0
SC57,2023/12/09,08:00-16:00,8,0,1588.0
SC57,2023/12/09,12:00-20:00,8,0,1486.0
SC57,2023/12/09,14:00-22:00,7,0,1384.0
SC57,2023/12/09,16:00-24:00,9,0,1666.0
SC57,2023/12/10,00:00-08:00,19,0,3719.0
SC57,2023/12/10,05:00-13:00,5,0,987.0
SC57,2023/12/10,08:00-16:00,8,0,1564.0
SC57,2023/12/10,12:00-20:00,8,0,1515.0
SC57,2023/12/10,14:00-22:00,7,0,1209.0
SC57,2023/12/10,16:00-24:00,8,0,1449.0
SC57,2023/12/11,00:00-08:00,20,0,3983.0
SC57,2023/12/11,05:00-13:00,6,0,1134.0
SC57,2023/12/11,08:00-16:00,8,0,1528.0
SC57,2023/12/11,12:00-20:00,8,0,1462.0
SC57,2023/12/11,14:00-22:00,7,0,1307.0
SC57,2023/12/11,16:00-24:00,8,0,1569.0
SC57,2023/12/12,00:00-08:00,20,0,3986.0
SC57,2023/12/12,05:00-13:00,4,0,797.0
SC57,2023/12/12,08:00-16:00,8,0,1494.0
SC57,2023/12/12,12:00-20:00,9,0,1680.0
SC57,2023/12/12,14:00-22:00,7,0,1290.0
SC57,2023/12/12,16:00-24:00,7,0,1391.0
SC57,2023/12/13,00:00-08:00,20,0,3829.0
SC57,2023/12/13,05:00-13:00,5,0,811.0
SC57,2023/12/13,08:00-16:00,7,0,1325.0
SC57,2023/12/13,12:00-20:00,8,0,1438.0
SC57,2023/12/13,14:00-22:00,6,0,1172.0
SC57,2023/12/13,16:00-24:00,7,0,1392.0
SC57,2023/12/14,00:00-08:00,18,0,3524.0
SC57,2023/12/14,05:00-13:00,5,0,838.0
SC57,2023/12/14,08:00-16:00,7,0,1395.0
SC57,2023/12/14,12:00-20:00,7,0,1302.0
SC57,2023/12/14,14:00-22:00,6,0,1084.0
SC57,2023/12/14,16:00-24:00,7,0,1399.0
SC57,2023/12/15,00:00-08:00,18,0,3504.0
SC57,2023/12/15,05:00-13:00,4,0,778.0
SC57,2023/12/15,08:00-16:00,7,0,1363.0
SC57,2023/12/15,12:00-20:00,8,0,1418.0
SC57,2023/12/15,14:00-22:00,6,0,1134.0
SC57,2023/12/15,16:00-24:00,7,0,1354.0
SC57,2023/12/16,00:00-08:00,18,0,3520.0
SC57,2023/12/16,05:00-13:00,4,0,768.0
SC57,2023/12/16,08:00-16:00,7,0,1348.0
SC57,2023/12/16,12:00-20:00,8,0,1434.0
SC57,2023/12/16,14:00-22:00,7,0,1272.0
SC57,2023/12/16,16:00-24:00,8,0,1422.0
SC57,2023/12/17,00:00-08:00,20,0,3846.0
SC57,2023/12/17,05:00-13:00,4,0,778.0
SC57,2023/12/17,08:00-16:00,7,0,1397.0
SC57,2023/12/17,12:00-20:00,8,0,1486.0
SC57,2023/12/17,14:00-22:00,6,0,1164.0
SC57,2023/12/17,16:00-24:00,7,0,1354.0
SC57,2023/12/18,00:00-08:00,19,0,3606.0
SC57,2023/12/18,05:00-13:00,4,0,713.0
SC57,2023/12/18,08:00-16:00,7,0,1233.0
SC57,2023/12/18,12:00-20:00,7,0,1213.0
SC57,2023/12/18,14:00-22:00,6,0,1024.0
SC57,2023/12/18,16:00-24:00,7,0,1233.0
SC57,2023/12/19,00:00-08:00,18,0,3454.0
SC57,2023/12/19,05:00-13:00,4,0,790.0
SC57,2023/12/19,08:00-16:00,7,0,1314.0
SC57,2023/12/19,12:00-20:00,7,0,1284.0
SC57,2023/12/19,14:00-22:00,5,0,979.0
SC57,2023/12/19,16:00-24:00,6,0,1171.0
SC57,2023/12/20,00:00-08:00,18,0,3525.0
SC57,2023/12/20,05:00-13:00,4,0,716.0
SC57,2023/12/20,08:00-16:00,7,0,1335.0
SC57,2023/12/20,12:00-20:00,8,0,1417.0
SC57,2023/12/20,14:00-22:00,6,0,1117.0
SC57,2023/12/20,16:00-24:00,7,0,1293.0
SC57,2023/12/21,00:00-08:00,18,0,3488.0
SC57,2023/12/21,05:00-13:00,4,0,787.0
SC57,2023/12/21,08:00-16:00,7,0,1275.0
SC57,2023/12/21,12:00-20:00,7,0,1333.0
SC57,2023/12/21,14:00-22:00,6,0,1135.0
SC57,2023/12/21,16:00-24:00,7,0,1332.0
SC57,2023/12/22,00:00-08:00,18,0,3450.0
SC57,2023/12/22,05:00-13:00,4,0,711.0
SC57,2023/12/22,08:00-16:00,7,0,1335.0
SC57,2023/12/22,12:00-20:00,8,0,1401.0
SC57,2023/12/22,14:00-22:00,6,0,1011.0
SC57,2023/12/22,16:00-24:00,6,0,1126.0
SC57,2023/12/23,00:00-08:00,17,0,3310.0
SC57,2023/12/23,05:00-13:00,4,0,704.0
SC57,2023/12/23,08:00-16:00,7,0,1205.0
SC57,2023/12/23,12:00-20:00,7,0,1301.0
SC57,2023/12/23,14:00-22:00,6,0,1029.0
SC57,2023/12/23,16:00-24:00,6,0,1169.0
SC57,2023/12/24,00:00-08:00,17,0,3252.0
SC57,2023/12/24,05:00-13:00,4,0,633.0
SC57,2023/12/24,08:00-16:00,7,0,1214.0
SC57,2023/12/24,12:00-20:00,7,0,1258.0
SC57,2023/12/24,14:00-22:00,5,0,958.0
SC57,2023/12/24,16:00-24:00,6,0,1152.0
SC57,2023/12/25,00:00-08:00,18,0,3407.0
SC57,2023/12/25,05:00-13:00,4,0,610.0
SC57,2023/12/25,08:00-16:00,6,0,1188.0
SC57,2023/12/25,12:00-20:00,7,0,1267.0
SC57,2023/12/25,14:00-22:00,5,0,973.0
SC57,2023/12/25,16:00-24:00,6,0,1160.0
SC57,2023/12/26,00:00-08:00,17,0,3284.0
SC57,2023/12/26,05:00-13:00,4,0,600.0
SC57,2023/12/26,08:00-16:00,6,0,1140.0
SC57,2023/12/26,12:00-20:00,7,0,1214.0
SC57,2023/12/26,14:00-22:00,5,0,972.0
SC57,2023/12/26,16:00-24:00,6,0,1103.0
SC57,2023/12/27,00:00-08:00,17,0,3245.0
SC57,2023/12/27,05:00-13:00,4,0,620.0
SC57,2023/12/27,08:00-16:00,7,0,1214.0
SC57,2023/12/27,12:00-20:00,7,0,1332.0
SC57,2023/12/27,14:00-22:00,6,0,1005.0
SC57,2023/12/27,16:00-24:00,6,0,1132.0
SC57,2023/12/28,00:00-08:00,16,0,3085.0
SC57,2023/12/28,05:00-13:00,3,0,532.0
SC57,2023/12/28,08:00-16:00,6,0,1098.0
SC57,2023/12/28,12:00-20:00,7,0,1218.0
SC57,2023/12/28,14:00-22:00,5,0,955.0
SC57,2023/12/28,16:00-24:00,6,0,1095.0
SC57,2023/12/29,00:00-08:00,17,0,3284.0
SC57,2023/12/29,05:00-13:00,3,0,583.0
SC57,2023/12/29,08:00-16:00,6,0,1124.0
SC57,2023/12/29,12:00-20:00,6,0,1164.0
SC57,2023/12/29,14:00-22:00,5,0,857.0
SC57,2023/12/29,16:00-24:00,5,0,994.0
SC57,2023/12/30,00:00-08:00,16,0,3200.0
SC57,2023/12/30,05:00-13:00,3,0,555.0
SC57,2023/12/30,08:00-16:00,6,0,1152.0
SC57,2023/12/30,12:00-20:00,7,0,1219.0
SC57,2023/12/30,14:00-22:00,5,0,889.0
SC57,2023/12/30,16:00-24:00,6,0,1025.0
SC58,2023/12/01,00:00-08:00,0,0,0.0
SC58,2023/12/01,05:00-13:00,2,0,275.0
SC58,2023/12/01,08:00-16:00,2,0,308.0
SC58,2023/12/01,12:00-20:00,4,0,747.0
SC58,2023/12/01,14:00-22:00,6,0,1115.0
SC58,2023/12/01,16:00-24:00,6,0,1182.0
SC58,2023/12/02,00:00-08:00,0,0,0.0
SC58,2023/12/02,05:00-13:00,2,0,315.0
SC58,2023/12/02,08:00-16:00,2,0,365.0
SC58,2023/12/02,12:00-20:00,3,0,592.0
SC58,2023/12/02,14:00-22:00,3,0,564.0
SC58,2023/12/02,16:00-24:00,4,0,619.0
SC58,2023/12/03,00:00-08:00,0,0,0.0
SC58,2023/12/03,05:00-13:00,2,0,284.0
SC58,2023/12/03,08:00-16:00,2,0,324.0
SC58,2023/12/03,12:00-20:00,3,0,410.0
SC58,2023/12/03,14:00-22:00,4,0,603.0
SC58,2023/12/03,16:00-24:00,4,0,691.0
SC58,2023/12/04,00:00-08:00,0,0,0.0
SC58,2023/12/04,05:00-13:00,2,0,301.0
SC58,2023/12/04,08:00-16:00,2,0,328.0
SC58,2023/12/04,12:00-20:00,1,0,124.0
SC58,2023/12/04,14:00-22:00,2,0,265.0
SC58,2023/12/04,16:00-24:00,2,0,337.0
SC58,2023/12/05,00:00-08:00,0,0,0.0
SC58,2023/12/05,05:00-13:00,2,0,369.0
SC58,2023/12/05,08:00-16:00,3,0,419.0
SC58,2023/12/05,12:00-20:00,7,0,1273.0
SC58,2023/12/05,14:00-22:00,7,0,1251.0
SC58,2023/12/05,16:00-24:00,7,0,1318.0
SC58,2023/12/06,00:00-08:00,0,0,0.0
SC58,2023/12/06,05:00-13:00,2,0,360.0
SC58,2023/12/06,08:00-16:00,2,0,387.0
SC58,2023/12/06,12:00-20:00,8,0,1437.0
SC58,2023/12/06,14:00-22:00,9,0,1745.0
SC58,2023/12/06,16:00-24:00,10,0,1828.0
SC58,2023/12/07,00:00-08:00,0,0,0.0
SC58,2023/12/07,05:00-13:00,2,0,331.0
SC58,2023/12/07,08:00-16:00,2,0,371.0
SC58,2023/12/07,12:00-20:00,2,0,246.0
SC58,2023/12/07,14:00-22:00,2,0,235.0
SC58,2023/12/07,16:00-24:00,2,0,298.0
SC58,2023/12/08,00:00-08:00,0,0,0.0
SC58,2023/12/08,05:00-13:00,2,0,360.0
SC58,2023/12/08,08:00-16:00,2,0,398.0
SC58,2023/12/08,12:00-20:00,2,0,373.0
SC58,2023/12/08,14:00-22:00,4,0,767.0
SC58,2023/12/08,16:00-24:00,5,0,852.0
SC58,2023/12/09,00:00-08:00,0,0,0.0
SC58,2023/12/09,05:00-13:00,3,0,436.0
SC58,2023/12/09,08:00-16:00,3,0,463.0
SC58,2023/12/09,12:00-20:00,12,0,2397.0
SC58,2023/12/09,14:00-22:00,12,0,2389.0
SC58,2023/12/09,16:00-24:00,13,0,2461.0
SC58,2023/12/10,00:00-08:00,0,0,0.0
SC58,2023/12/10,05:00-13:00,3,0,464.0
SC58,2023/12/10,08:00-16:00,3,0,497.0
SC58,2023/12/10,12:00-20:00,21,0,4052.0
SC58,2023/12/10,14:00-22:00,22,0,4349.0
SC58,2023/12/10,16:00-24:00,23,0,4420.0
SC58,2023/12/11,00:00-08:00,0,0,0.0
SC58,2023/12/11,05:00-13:00,3,0,457.0
SC58,2023/12/11,08:00-16:00,3,0,479.0
SC58,2023/12/11,12:00-20:00,2,0,207.0
SC58,2023/12/11,14:00-22:00,2,0,323.0
SC58,2023/12/11,16:00-24:00,3,0,421.0
SC58,2023/12/12,00:00-08:00,0,0,0.0
SC58,2023/12/12,05:00-13:00,3,0,479.0
SC58,2023/12/12,08:00-16:00,3,0,508.0
SC58,2023/12/12,12:00-20:00,2,0,261.0
SC58,2023/12/12,14:00-22:00,2,0,340.0
SC58,2023/12/12,16:00-24:00,3,0,405.0
SC58,2023/12/13,00:00-08:00,0,0,0.0
SC58,2023/12/13,05:00-13:00,3,0,548.0
SC58,2023/12/13,08:00-16:00,3,0,571.0
SC58,2023/12/13,12:00-20:00,25,0,4868.0
SC58,2023/12/13,14:00-22:00,26,0,5182.0
SC58,2023/12/13,16:00-24:00,27,0,5266.0
SC58,2023/12/14,00:00-08:00,0,0,0.0
SC58,2023/12/14,05:00-13:00,3,0,568.0
SC58,2023/12/14,08:00-16:00,3,0,592.0
SC58,2023/12/14,12:00-20:00,60,1,12052.0
SC58,2023/12/14,14:00-22:00,60,1,12046.0
SC58,2023/12/14,16:00-24:00,60,1,12129.0
SC58,2023/12/15,00:00-08:00,0,0,0.0
SC58,2023/12/15,05:00-13:00,3,0,576.0
SC58,2023/12/15,08:00-16:00,3,0,596.0
SC58,2023/12/15,12:00-20:00,9,0,1628.0
SC58,2023/12/15,14:00-22:00,11,0,2079.0
SC58,2023/12/15,16:00-24:00,11,0,2156.0
SC58,2023/12/16,00:00-08:00,0,0,0.0
SC58,2023/12/16,05:00-13:00,4,0,611.0
SC58,2023/12/16,08:00-16:00,4,0,633.0
SC58,2023/12/16,12:00-20:00,1,0,183.0
SC58,2023/12/16,14:00-22:00,1,0,168.0
SC58,2023/12/16,16:00-24:00,2,0,255.0
SC58,2023/12/17,00:00-08:00,0,0,0.0
SC58,2023/12/17,05:00-13:00,4,0,688.0
SC58,2023/12/17,08:00-16:00,4,0,710.0
SC58,2023/12/17,12:00-20:00,32,0,6244.0
SC58,2023/12/17,14:00-22:00,34,0,6642.0
SC58,2023/12/17,16:00-24:00,34,0,6718.0
SC58,2023/12/18,00:00-08:00,0,0,0.0
SC58,2023/12/18,05:00-13:00,4,0,735.0
SC58,2023/12/18,08:00-16:00,4,0,749.0
SC58,2023/12/18,12:00-20:00,60,152,36181.0
SC58,2023/12/18,14:00-22:00,60,152,36238.0
SC58,2023/12/18,16:00-24:00,60,153,36325.0
SC58,2023/12/19,00:00-08:00,0,0,0.0
SC58,2023/12/19,05:00-13:00,4,0,754.0
SC58,2023/12/19,08:00-16:00,4,0,779.0
SC58,2023/12/19,12:00-20:00,60,9,13319.0
SC58,2023/12/19,14:00-22:00,60,10,13487.0
SC58,2023/12/19,16:00-24:00,60,10,13571.0
SC58,2023/12/20,00:00-08:00,0,0,0.0
SC58,2023/12/20,05:00-13:00,5,0,804.0
SC58,2023/12/20,08:00-16:00,5,0,816.0
SC58,2023/12/20,12:00-20:00,2,0,291.0
SC58,2023/12/20,14:00-22:00,4,0,609.0
SC58,2023/12/20,16:00-24:00,4,0,689.0
SC58,2023/12/21,00:00-08:00,0,0,0.0
SC58,2023/12/21,05:00-13:00,5,0,882.0
SC58,2023/12/21,08:00-16:00,5,0,901.0
SC58,2023/12/21,12:00-20:00,1,0,164.0
SC58,2023/12/21,14:00-22:00,1,0,158.0
SC58,2023/12/21,16:00-24:00,2,0,241.0
SC58,2023/12/22,00:00-08:00,0,0,0.0
SC58,2023/12/22,05:00-13:00,5,0,936.0
SC58,2023/12/22,08:00-16:00,5,0,953.0
SC58,2023/12/22,12:00-20:00,60,559,101314.0
SC58,2023/12/22,14:00-22:00,60,562,101828.0
SC58,2023/12/22,16:00-24:00,60,562,101915.0
SC58,2023/12/23,00:00-08:00,0,0,0.0
SC58,2023/12/23,05:00-13:00,5,0,976.0
SC58,2023/12/23,08:00-16:00,5,0,987.0
SC58,2023/12/23,12:00-20:00,60,358,69267.0
SC58,2023/12/23,14:00-22:00,60,358,69255.0
SC58,2023/12/23,16:00-24:00,60,359,69336.0
SC58,2023/12/24,00:00-08:00,0,0,0.0
SC58,2023/12/24,05:00-13:00,6,0,1032.0
SC58,2023/12/24,08:00-16:00,6,0,1050.0
SC58,2023/12/24,12:00-20:00,1,0,186.0
SC58,2023/12/24,14:00-22:00,4,0,691.0
SC58,2023/12/24,16:00-24:00,4,0,774.0
SC58,2023/12/25,00:00-08:00,0,0,0.0
SC58,2023/12/25,05:00-13:00,6,0,1137.0
SC58,2023/12/25,08:00-16:00,6,0,1145.0
SC58,2023/12/25,12:00-20:00,2,0,271.0
SC58,2023/12/25,14:00-22:00,2,0,268.0
SC58,2023/12/25,16:00-24:00,2,0,357.0
SC58,2023/12/26,00:00-08:00,0,0,0.0
SC58,2023/12/26,05:00-13:00,7,0,1226.0
SC58,2023/12/26,08:00-16:00,7,0,1241.0
SC58,2023/12/26,12:00-20:00,60,1569,262932.0
SC58,2023/12/26,14:00-22:00,60,1571,263204.0
SC58,2023/12/26,16:00-24:00,60,1571,263283.0
SC58,2023/12/27,00:00-08:00,0,0,0.0
SC58,2023/12/27,05:00-13:00,7,0,1274.0
SC58,2023/12/27,08:00-16:00,7,0,1285.0
SC58,2023/12/27,12:00-20:00,60,1745,291167.0
SC58,2023/12/27,14:00-22:00,60,1747,291444.0
SC58,2023/12/27,16:00-24:00,60,1748,291533.0
SC58,2023/12/28,00:00-08:00,0,0,0.0
SC58,2023/12/28,05:00-13:00,7,0,1354.0
SC58,2023/12/28,08:00-16:00,7,0,1365.0
SC58,2023/12/28,12:00-20:00,2,0,221.0
SC58,2023/12/28,14:00-22:00,2,0,219.0
SC58,2023/12/28,16:00-24:00,2,0,300.0
SC58,2023/12/29,00:00-08:00,0,0,0.0
SC58,2023/12/29,05:00-13:00,8,0,1473.0
SC58,2023/12/29,08:00-16:00,8,0,1485.0
SC58,2023/12/29,12:00-20:00,1,0,187.0
SC58,2023/12/29,14:00-22:00,4,0,750.0
SC58,2023/12/29,16:00-24:00,5,0,835.0
SC58,2023/12/30,00:00-08:00,0,0,0.0
SC58,2023/12/30,05:00-13:00,8,0,1576.0
SC58,2023/12/30,08:00-16:00,8,0,1585.0
SC58,2023/12/30,12:00-20:00,60,3717,606572.0
SC58,2023/12/30,14:00-22:00,60,3717,606566.0
SC58,2023/12/30,16:00-24:00,60,3717,606655.0
SC6,2023/12/01,00:00-08:00,57,0,11229.0
SC6,2023/12/01,05:00-13:00,28,0,5558.0
SC6,2023/12/01,08:00-16:00,19,0,3674.0
SC6,2023/12/01,12:00-20:00,26,0,5111.0
SC6,2023/12/01,14:00-22:00,55,0,10908.0
SC6,2023/12/01,16:00-24:00,60,15,14288.0
SC6,2023/12/02,00:00-08:00,51,0,10173.0
SC6,2023/12/02,05:00-13:00,26,0,5010.0
SC6,2023/12/02,08:00-16:00,18,0,3592.0
SC6,2023/12/02,12:00-20:00,26,0,5153.0
SC6,2023/12/02,14:00-22:00,54,0,10748.0
SC6,2023/12/02,16:00-24:00,60,14,14143.0
SC6,2023/12/03,00:00-08:00,51,0,10130.0
SC6,2023/12/03,05:00-13:00,24,0,4713.0
SC6,2023/12/03,08:00-16:00,19,0,3621.0
SC6,2023/12/03,12:00-20:00,25,0,4926.0
SC6,2023/12/03,14:00-22:00,52,0,10372.0
SC6,2023/12/03,16:00-24:00,60,10,13516.0
SC6,2023/12/04,00:00-08:00,50,0,9876.0
SC6,2023/12/04,05:00-13:00,24,0,4737.0
SC6,2023/12/04,08:00-16:00,19,0,3675.0
SC6,2023/12/04,12:00-20:00,24,0,4630.0
SC6,2023/12/04,14:00-22:00,53,0,10435.0
SC6,2023/12/04,16:00-24:00,60,11,13670.0
SC6,2023/12/05,00:00-08:00,48,0,9446.0
SC6,2023/12/05,05:00-13:00,21,0,4140.0
SC6,2023/12/05,08:00-16:00,18,0,3425.0
SC6,2023/12/05,12:00-20:00,25,0,4864.0
SC6,2023/12/05,14:00-22:00,54,0,10727.0
SC6,2023/12/05,16:00-24:00,60,11,13726.0
SC6,2023/12/06,00:00-08:00,47,0,9220.0
SC6,2023/12/06,05:00-13:00,20,0,3840.0
SC6,2023/12/06,08:00-16:00,17,0,3211.0
SC6,2023/12/06,12:00-20:00,24,0,4759.0
SC6,2023/12/06,14:00-22:00,54,0,10740.0
