分拣中心,日期,小时,修正后时货量
SC56,2023/12/07,20,86.0
SC56,2023/12/07,21,122.0
SC56,2023/12/07,22,47.0
SC56,2023/12/07,23,115.0
SC56,2023/12/08,0,0.0
SC56,2023/12/08,1,0.0
SC56,2023/12/08,2,0.0
SC56,2023/12/08,3,0.0
SC56,2023/12/08,4,0.0
SC56,2023/12/08,5,0.0
SC56,2023/12/08,6,0.0
SC56,2023/12/08,7,27.0
SC56,2023/12/08,8,34.0
SC56,2023/12/08,9,27.0
SC56,2023/12/08,10,75.0
SC56,2023/12/08,11,132.0
SC56,2023/12/08,12,1.0
SC56,2023/12/08,13,53.0
SC56,2023/12/08,14,61.0
SC56,2023/12/08,15,30.0
SC56,2023/12/08,16,25.0
SC56,2023/12/08,17,4.0
SC56,2023/12/08,18,139.0
SC56,2023/12/08,19,115.0
SC56,2023/12/08,20,115.0
SC56,2023/12/08,21,80.0
SC56,2023/12/08,22,63.0
SC56,2023/12/08,23,114.0
SC56,2023/12/09,0,0.0
SC56,2023/12/09,1,0.0
SC56,2023/12/09,2,0.0
SC56,2023/12/09,3,0.0
SC56,2023/12/09,4,0.0
SC56,2023/12/09,5,0.0
SC56,2023/12/09,6,0.0
SC56,2023/12/09,7,28.0
SC56,2023/12/09,8,34.0
SC56,2023/12/09,9,27.0
SC56,2023/12/09,10,84.0
SC56,2023/12/09,11,100.0
SC56,2023/12/09,12,2.0
SC56,2023/12/09,13,53.0
SC56,2023/12/09,14,39.0
SC56,2023/12/09,15,27.0
SC56,2023/12/09,16,26.0
SC56,2023/12/09,17,7.0
SC56,2023/12/09,18,119.0
SC56,2023/12/09,19,68.0
SC56,2023/12/09,20,91.0
SC56,2023/12/09,21,78.0
SC56,2023/12/09,22,61.0
SC56,2023/12/09,23,105.0
SC56,2023/12/10,0,0.0
SC56,2023/12/10,1,0.0
SC56,2023/12/10,2,0.0
SC56,2023/12/10,3,0.0
SC56,2023/12/10,4,0.0
SC56,2023/12/10,5,0.0
SC56,2023/12/10,6,0.0
SC56,2023/12/10,7,29.0
SC56,2023/12/10,8,30.0
SC56,2023/12/10,9,24.0
SC56,2023/12/10,10,80.0
SC56,2023/12/10,11,103.0
SC56,2023/12/10,12,2.0
SC56,2023/12/10,13,53.0
SC56,2023/12/10,14,31.0
SC56,2023/12/10,15,51.0
SC56,2023/12/10,16,26.0
SC56,2023/12/10,17,5.0
SC56,2023/12/10,18,105.0
SC56,2023/12/10,19,134.0
SC56,2023/12/10,20,106.0
SC56,2023/12/10,21,84.0
SC56,2023/12/10,22,58.0
SC56,2023/12/10,23,101.0
SC56,2023/12/11,0,0.0
SC56,2023/12/11,1,0.0
SC56,2023/12/11,2,0.0
SC56,2023/12/11,3,0.0
SC56,2023/12/11,4,0.0
SC56,2023/12/11,5,0.0
SC56,2023/12/11,6,0.0
SC56,2023/12/11,7,21.0
SC56,2023/12/11,8,23.0
SC56,2023/12/11,9,17.0
SC56,2023/12/11,10,59.0
SC56,2023/12/11,11,113.0
SC56,2023/12/11,12,5.0
SC56,2023/12/11,13,66.0
SC56,2023/12/11,14,32.0
SC56,2023/12/11,15,45.0
SC56,2023/12/11,16,25.0
SC56,2023/12/11,17,6.0
SC56,2023/12/11,18,115.0
SC56,2023/12/11,19,64.0
SC56,2023/12/11,20,110.0
SC56,2023/12/11,21,62.0
SC56,2023/12/11,22,57.0
SC56,2023/12/11,23,107.0
SC56,2023/12/12,0,0.0
SC56,2023/12/12,1,0.0
SC56,2023/12/12,2,0.0
SC56,2023/12/12,3,0.0
SC56,2023/12/12,4,0.0
SC56,2023/12/12,5,0.0
SC56,2023/12/12,6,0.0
SC56,2023/12/12,7,15.0
SC56,2023/12/12,8,16.0
SC56,2023/12/12,9,12.0
SC56,2023/12/12,10,51.0
SC56,2023/12/12,11,103.0
SC56,2023/12/12,12,0.0
SC56,2023/12/12,13,51.0
SC56,2023/12/12,14,29.0
SC56,2023/12/12,15,24.0
SC56,2023/12/12,16,19.0
SC56,2023/12/12,17,7.0
SC56,2023/12/12,18,79.0
SC56,2023/12/12,19,125.0
SC56,2023/12/12,20,97.0
SC56,2023/12/12,21,79.0
SC56,2023/12/12,22,49.0
SC56,2023/12/12,23,104.0
SC56,2023/12/13,0,0.0
SC56,2023/12/13,1,0.0
SC56,2023/12/13,2,0.0
SC56,2023/12/13,3,0.0
SC56,2023/12/13,4,0.0
SC56,2023/12/13,5,0.0
SC56,2023/12/13,6,0.0
SC56,2023/12/13,7,17.0
SC56,2023/12/13,8,15.0
SC56,2023/12/13,9,12.0
SC56,2023/12/13,10,59.0
SC56,2023/12/13,11,117.0
SC56,2023/12/13,12,3.0
SC56,2023/12/13,13,47.0
SC56,2023/12/13,14,38.0
SC56,2023/12/13,15,29.0
SC56,2023/12/13,16,18.0
SC56,2023/12/13,17,6.0
SC56,2023/12/13,18,74.0
SC56,2023/12/13,19,60.0
SC56,2023/12/13,20,88.0
SC56,2023/12/13,21,46.0
SC56,2023/12/13,22,39.0
SC56,2023/12/13,23,95.0
SC56,2023/12/14,0,0.0
SC56,2023/12/14,1,0.0
SC56,2023/12/14,2,0.0
SC56,2023/12/14,3,0.0
SC56,2023/12/14,4,0.0
SC56,2023/12/14,5,0.0
SC56,2023/12/14,6,0.0
SC56,2023/12/14,7,19.0
SC56,2023/12/14,8,15.0
SC56,2023/12/14,9,18.0
SC56,2023/12/14,10,53.0
SC56,2023/12/14,11,125.0
SC56,2023/12/14,12,3.0
SC56,2023/12/14,13,55.0
SC56,2023/12/14,14,33.0
SC56,2023/12/14,15,23.0
SC56,2023/12/14,16,19.0
SC56,2023/12/14,17,7.0
SC56,2023/12/14,18,34.0
SC56,2023/12/14,19,124.0
SC56,2023/12/14,20,95.0
SC56,2023/12/14,21,62.0
SC56,2023/12/14,22,35.0
SC56,2023/12/14,23,92.0
SC56,2023/12/15,0,0.0
SC56,2023/12/15,1,0.0
SC56,2023/12/15,2,0.0
SC56,2023/12/15,3,0.0
SC56,2023/12/15,4,0.0
SC56,2023/12/15,5,0.0
SC56,2023/12/15,6,0.0
SC56,2023/12/15,7,18.0
SC56,2023/12/15,8,14.0
SC56,2023/12/15,9,20.0
SC56,2023/12/15,10,52.0
SC56,2023/12/15,11,119.0
SC56,2023/12/15,12,2.0
SC56,2023/12/15,13,48.0
SC56,2023/12/15,14,33.0
SC56,2023/12/15,15,24.0
SC56,2023/12/15,16,16.0
SC56,2023/12/15,17,5.0
SC56,2023/12/15,18,43.0
SC56,2023/12/15,19,52.0
SC56,2023/12/15,20,67.0
SC56,2023/12/15,21,51.0
SC56,2023/12/15,22,35.0
SC56,2023/12/15,23,89.0
SC56,2023/12/16,0,0.0
SC56,2023/12/16,1,0.0
SC56,2023/12/16,2,0.0
SC56,2023/12/16,3,0.0
SC56,2023/12/16,4,0.0
SC56,2023/12/16,5,0.0
SC56,2023/12/16,6,0.0
SC56,2023/12/16,7,20.0
SC56,2023/12/16,8,13.0
SC56,2023/12/16,9,17.0
SC56,2023/12/16,10,54.0
SC56,2023/12/16,11,124.0
SC56,2023/12/16,12,2.0
SC56,2023/12/16,13,46.0
SC56,2023/12/16,14,27.0
SC56,2023/12/16,15,26.0
SC56,2023/12/16,16,18.0
SC56,2023/12/16,17,6.0
SC56,2023/12/16,18,41.0
SC56,2023/12/16,19,103.0
SC56,2023/12/16,20,71.0
SC56,2023/12/16,21,42.0
SC56,2023/12/16,22,32.0
SC56,2023/12/16,23,85.0
SC56,2023/12/17,0,0.0
SC56,2023/12/17,1,0.0
SC56,2023/12/17,2,0.0
SC56,2023/12/17,3,0.0
SC56,2023/12/17,4,0.0
SC56,2023/12/17,5,0.0
SC56,2023/12/17,6,0.0
SC56,2023/12/17,7,21.0
SC56,2023/12/17,8,15.0
SC56,2023/12/17,9,14.0
SC56,2023/12/17,10,53.0
SC56,2023/12/17,11,119.0
SC56,2023/12/17,12,2.0
SC56,2023/12/17,13,39.0
SC56,2023/12/17,14,30.0
SC56,2023/12/17,15,23.0
SC56,2023/12/17,16,19.0
SC56,2023/12/17,17,5.0
SC56,2023/12/17,18,48.0
SC56,2023/12/17,19,47.0
SC56,2023/12/17,20,71.0
SC56,2023/12/17,21,53.0
SC56,2023/12/17,22,27.0
SC56,2023/12/17,23,84.0
SC56,2023/12/18,0,0.0
SC56,2023/12/18,1,0.0
SC56,2023/12/18,2,0.0
SC56,2023/12/18,3,0.0
SC56,2023/12/18,4,0.0
SC56,2023/12/18,5,0.0
SC56,2023/12/18,6,0.0
SC56,2023/12/18,7,19.0
SC56,2023/12/18,8,20.0
SC56,2023/12/18,9,13.0
SC56,2023/12/18,10,52.0
SC56,2023/12/18,11,116.0
SC56,2023/12/18,12,1.0
SC56,2023/12/18,13,40.0
SC56,2023/12/18,14,37.0
SC56,2023/12/18,15,22.0
SC56,2023/12/18,16,17.0
SC56,2023/12/18,17,4.0
SC56,2023/12/18,18,50.0
SC56,2023/12/18,19,97.0
SC56,2023/12/18,20,51.0
SC56,2023/12/18,21,38.0
SC56,2023/12/18,22,28.0
SC56,2023/12/18,23,82.0
SC56,2023/12/19,0,0.0
SC56,2023/12/19,1,0.0
SC56,2023/12/19,2,0.0
SC56,2023/12/19,3,0.0
SC56,2023/12/19,4,0.0
SC56,2023/12/19,5,0.0
SC56,2023/12/19,6,0.0
SC56,2023/12/19,7,20.0
SC56,2023/12/19,8,21.0
SC56,2023/12/19,9,14.0
SC56,2023/12/19,10,54.0
SC56,2023/12/19,11,111.0
SC56,2023/12/19,12,2.0
SC56,2023/12/19,13,42.0
SC56,2023/12/19,14,29.0
SC56,2023/12/19,15,19.0
SC56,2023/12/19,16,16.0
SC56,2023/12/19,17,5.0
SC56,2023/12/19,18,67.0
SC56,2023/12/19,19,43.0
SC56,2023/12/19,20,68.0
SC56,2023/12/19,21,48.0
SC56,2023/12/19,22,30.0
SC56,2023/12/19,23,77.0
SC56,2023/12/20,0,0.0
SC56,2023/12/20,1,0.0
SC56,2023/12/20,2,0.0
SC56,2023/12/20,3,0.0
SC56,2023/12/20,4,0.0
SC56,2023/12/20,5,0.0
SC56,2023/12/20,6,0.0
SC56,2023/12/20,7,20.0
SC56,2023/12/20,8,20.0
SC56,2023/12/20,9,14.0
SC56,2023/12/20,10,58.0
SC56,2023/12/20,11,96.0
SC56,2023/12/20,12,1.0
SC56,2023/12/20,13,35.0
SC56,2023/12/20,14,22.0
SC56,2023/12/20,15,32.0
SC56,2023/12/20,16,16.0
SC56,2023/12/20,17,3.0
SC56,2023/12/20,18,80.0
SC56,2023/12/20,19,96.0
SC56,2023/12/20,20,57.0
SC56,2023/12/20,21,35.0
SC56,2023/12/20,22,28.0
SC56,2023/12/20,23,74.0
SC56,2023/12/21,0,0.0
SC56,2023/12/21,1,0.0
SC56,2023/12/21,2,0.0
SC56,2023/12/21,3,0.0
SC56,2023/12/21,4,0.0
SC56,2023/12/21,5,0.0
SC56,2023/12/21,6,0.0
SC56,2023/12/21,7,16.0
SC56,2023/12/21,8,16.0
SC56,2023/12/21,9,12.0
SC56,2023/12/21,10,49.0
SC56,2023/12/21,11,97.0
SC56,2023/12/21,12,3.0
SC56,2023/12/21,13,44.0
SC56,2023/12/21,14,21.0
SC56,2023/12/21,15,28.0
SC56,2023/12/21,16,16.0
SC56,2023/12/21,17,5.0
SC56,2023/12/21,18,95.0
SC56,2023/12/21,19,41.0
SC56,2023/12/21,20,53.0
SC56,2023/12/21,21,36.0
SC56,2023/12/21,22,25.0
SC56,2023/12/21,23,72.0
SC56,2023/12/22,0,0.0
SC56,2023/12/22,1,0.0
SC56,2023/12/22,2,0.0
SC56,2023/12/22,3,0.0
SC56,2023/12/22,4,0.0
SC56,2023/12/22,5,0.0
SC56,2023/12/22,6,0.0
SC56,2023/12/22,7,12.0
SC56,2023/12/22,8,12.0
SC56,2023/12/22,9,9.0
SC56,2023/12/22,10,42.0
SC56,2023/12/22,11,101.0
SC56,2023/12/22,12,1.0
SC56,2023/12/22,13,42.0
SC56,2023/12/22,14,19.0
SC56,2023/12/22,15,17.0
SC56,2023/12/22,16,13.0
SC56,2023/12/22,17,5.0
SC56,2023/12/22,18,81.0
SC56,2023/12/22,19,95.0
SC56,2023/12/22,20,60.0
SC56,2023/12/22,21,36.0
SC56,2023/12/22,22,24.0
SC56,2023/12/22,23,70.0
SC56,2023/12/23,0,0.0
SC56,2023/12/23,1,0.0
SC56,2023/12/23,2,0.0
SC56,2023/12/23,3,0.0
SC56,2023/12/23,4,0.0
SC56,2023/12/23,5,0.0
SC56,2023/12/23,6,0.0
SC56,2023/12/23,7,13.0
SC56,2023/12/23,8,11.0
SC56,2023/12/23,9,8.0
SC56,2023/12/23,10,43.0
SC56,2023/12/23,11,96.0
SC56,2023/12/23,12,1.0
SC56,2023/12/23,13,35.0
SC56,2023/12/23,14,24.0
SC56,2023/12/23,15,18.0
SC56,2023/12/23,16,12.0
SC56,2023/12/23,17,5.0
SC56,2023/12/23,18,85.0
SC56,2023/12/23,19,38.0
SC56,2023/12/23,20,49.0
SC56,2023/12/23,21,27.0
SC56,2023/12/23,22,22.0
SC56,2023/12/23,23,68.0
SC56,2023/12/24,0,0.0
SC56,2023/12/24,1,0.0
SC56,2023/12/24,2,0.0
SC56,2023/12/24,3,0.0
SC56,2023/12/24,4,0.0
SC56,2023/12/24,5,0.0
SC56,2023/12/24,6,0.0
SC56,2023/12/24,7,13.0
SC56,2023/12/24,8,11.0
SC56,2023/12/24,9,10.0
SC56,2023/12/24,10,43.0
SC56,2023/12/24,11,102.0
SC56,2023/12/24,12,2.0
SC56,2023/12/24,13,36.0
SC56,2023/12/24,14,22.0
SC56,2023/12/24,15,15.0
SC56,2023/12/24,16,12.0
SC56,2023/12/24,17,4.0
SC56,2023/12/24,18,72.0
SC56,2023/12/24,19,94.0
SC56,2023/12/24,20,49.0
SC56,2023/12/24,21,33.0
SC56,2023/12/24,22,19.0
SC56,2023/12/24,23,66.0
SC56,2023/12/25,0,0.0
SC56,2023/12/25,1,0.0
SC56,2023/12/25,2,0.0
SC56,2023/12/25,3,0.0
SC56,2023/12/25,4,0.0
SC56,2023/12/25,5,0.0
SC56,2023/12/25,6,0.0
SC56,2023/12/25,7,13.0
SC56,2023/12/25,8,10.0
SC56,2023/12/25,9,12.0
SC56,2023/12/25,10,41.0
SC56,2023/12/25,11,105.0
SC56,2023/12/25,12,1.0
SC56,2023/12/25,13,33.0
SC56,2023/12/25,14,22.0
SC56,2023/12/25,15,17.0
SC56,2023/12/25,16,11.0
SC56,2023/12/25,17,4.0
SC56,2023/12/25,18,65.0
SC56,2023/12/25,19,37.0
SC56,2023/12/25,20,48.0
SC56,2023/12/25,21,25.0
SC56,2023/12/25,22,18.0
SC56,2023/12/25,23,63.0
SC56,2023/12/26,0,0.0
SC56,2023/12/26,1,0.0
SC56,2023/12/26,2,0.0
SC56,2023/12/26,3,0.0
SC56,2023/12/26,4,0.0
SC56,2023/12/26,5,0.0
SC56,2023/12/26,6,0.0
SC56,2023/12/26,7,14.0
SC56,2023/12/26,8,9.0
SC56,2023/12/26,9,11.0
SC56,2023/12/26,10,39.0
SC56,2023/12/26,11,102.0
SC56,2023/12/26,12,1.0
SC56,2023/12/26,13,35.0
SC56,2023/12/26,14,20.0
SC56,2023/12/26,15,16.0
SC56,2023/12/26,16,11.0
SC56,2023/12/26,17,4.0
SC56,2023/12/26,18,46.0
SC56,2023/12/26,19,85.0
SC56,2023/12/26,20,42.0
SC56,2023/12/26,21,27.0
SC56,2023/12/26,22,17.0
SC56,2023/12/26,23,60.0
SC56,2023/12/27,0,0.0
SC56,2023/12/27,1,0.0
SC56,2023/12/27,2,0.0
SC56,2023/12/27,3,0.0
SC56,2023/12/27,4,0.0
SC56,2023/12/27,5,0.0
SC56,2023/12/27,6,0.0
SC56,2023/12/27,7,14.0
SC56,2023/12/27,8,10.0
SC56,2023/12/27,9,9.0
SC56,2023/12/27,10,41.0
SC56,2023/12/27,11,104.0
SC56,2023/12/27,12,1.0
SC56,2023/12/27,13,30.0
SC56,2023/12/27,14,19.0
SC56,2023/12/27,15,16.0
SC56,2023/12/27,16,12.0
SC56,2023/12/27,17,3.0
SC56,2023/12/27,18,35.0
SC56,2023/12/27,19,33.0
SC56,2023/12/27,20,40.0
SC56,2023/12/27,21,24.0
SC56,2023/12/27,22,16.0
SC56,2023/12/27,23,59.0
SC56,2023/12/28,0,0.0
SC56,2023/12/28,1,0.0
SC56,2023/12/28,2,0.0
SC56,2023/12/28,3,0.0
SC56,2023/12/28,4,0.0
SC56,2023/12/28,5,0.0
SC56,2023/12/28,6,0.0
SC56,2023/12/28,7,13.0
SC56,2023/12/28,8,12.0
SC56,2023/12/28,9,8.0
SC56,2023/12/28,10,40.0
SC56,2023/12/28,11,101.0
SC56,2023/12/28,12,0.0
SC56,2023/12/28,13,28.0
SC56,2023/12/28,14,22.0
SC56,2023/12/28,15,15.0
SC56,2023/12/28,16,11.0
SC56,2023/12/28,17,4.0
SC56,2023/12/28,18,29.0
SC56,2023/12/28,19,80.0
SC56,2023/12/28,20,40.0
SC56,2023/12/28,21,21.0
SC56,2023/12/28,22,14.0
SC56,2023/12/28,23,57.0
SC56,2023/12/29,0,0.0
SC56,2023/12/29,1,0.0
SC56,2023/12/29,2,0.0
SC56,2023/12/29,3,0.0
SC56,2023/12/29,4,0.0
SC56,2023/12/29,5,0.0
SC56,2023/12/29,6,0.0
SC56,2023/12/29,7,14.0
SC56,2023/12/29,8,13.0
SC56,2023/12/29,9,7.0
SC56,2023/12/29,10,38.0
SC56,2023/12/29,11,99.0
SC56,2023/12/29,12,1.0
SC56,2023/12/29,13,32.0
SC56,2023/12/29,14,20.0
SC56,2023/12/29,15,13.0
SC56,2023/12/29,16,10.0
SC56,2023/12/29,17,3.0
SC56,2023/12/29,18,33.0
SC56,2023/12/29,19,30.0
SC56,2023/12/29,20,35.0
SC56,2023/12/29,21,24.0
SC56,2023/12/29,22,14.0
SC56,2023/12/29,23,55.0
SC56,2023/12/30,0,0.0
SC56,2023/12/30,1,0.0
SC56,2023/12/30,2,0.0
SC56,2023/12/30,3,0.0
SC56,2023/12/30,4,0.0
SC56,2023/12/30,5,0.0
SC56,2023/12/30,6,0.0
SC56,2023/12/30,7,14.0
SC56,2023/12/30,8,13.0
SC56,2023/12/30,9,8.0
SC56,2023/12/30,10,40.0
SC56,2023/12/30,11,96.0
SC56,2023/12/30,12,0.0
SC56,2023/12/30,13,27.0
SC56,2023/12/30,14,16.0
SC56,2023/12/30,15,20.0
SC56,2023/12/30,16,10.0
SC56,2023/12/30,17,3.0
SC56,2023/12/30,18,30.0
SC56,2023/12/30,19,76.0
SC56,2023/12/30,20,35.0
SC56,2023/12/30,21,18.0
SC56,2023/12/30,22,14.0
SC56,2023/12/30,23,53.0
SC57,2023/12/01,0,694.0
SC57,2023/12/01,1,677.0
SC57,2023/12/01,2,649.0
SC57,2023/12/01,3,1178.0
SC57,2023/12/01,4,1011.0
SC57,2023/12/01,5,76.0
SC57,2023/12/01,6,0.0
SC57,2023/12/01,7,43.0
SC57,2023/12/01,8,46.0
SC57,2023/12/01,9,427.0
SC57,2023/12/01,10,161.0
SC57,2023/12/01,11,273.0
SC57,2023/12/01,12,240.0
SC57,2023/12/01,13,417.0
SC57,2023/12/01,14,308.0
SC57,2023/12/01,15,3.0
SC57,2023/12/01,16,7.0
SC57,2023/12/01,17,0.0
SC57,2023/12/01,18,245.0
SC57,2023/12/01,19,616.0
SC57,2023/12/01,20,308.0
SC57,2023/12/01,21,146.0
SC57,2023/12/01,22,206.0
SC57,2023/12/01,23,378.0
SC57,2023/12/02,0,927.0
SC57,2023/12/02,1,616.0
SC57,2023/12/02,2,689.0
SC57,2023/12/02,3,1052.0
SC57,2023/12/02,4,784.0
SC57,2023/12/02,5,0.0
SC57,2023/12/02,6,0.0
SC57,2023/12/02,7,19.0
SC57,2023/12/02,8,31.0
SC57,2023/12/02,9,254.0
SC57,2023/12/02,10,91.0
SC57,2023/12/02,11,215.0
SC57,2023/12/02,12,298.0
SC57,2023/12/02,13,515.0
SC57,2023/12/02,14,251.0
SC57,2023/12/02,15,5.0
SC57,2023/12/02,16,16.0
SC57,2023/12/02,17,0.0
SC57,2023/12/02,18,329.0
SC57,2023/12/02,19,455.0
SC57,2023/12/02,20,75.0
SC57,2023/12/02,21,274.0
SC57,2023/12/02,22,163.0
SC57,2023/12/02,23,241.0
SC57,2023/12/03,0,777.0
SC57,2023/12/03,1,576.0
SC57,2023/12/03,2,741.0
SC57,2023/12/03,3,1103.0
SC57,2023/12/03,4,914.0
SC57,2023/12/03,5,83.0
SC57,2023/12/03,6,0.0
SC57,2023/12/03,7,127.0
SC57,2023/12/03,8,28.0
SC57,2023/12/03,9,224.0
SC57,2023/12/03,10,103.0
SC57,2023/12/03,11,228.0
SC57,2023/12/03,12,308.0
SC57,2023/12/03,13,297.0
SC57,2023/12/03,14,282.0
SC57,2023/12/03,15,9.0
SC57,2023/12/03,16,8.0
SC57,2023/12/03,17,0.0
SC57,2023/12/03,18,317.0
SC57,2023/12/03,19,191.0
SC57,2023/12/03,20,168.0
SC57,2023/12/03,21,257.0
SC57,2023/12/03,22,114.0
SC57,2023/12/03,23,594.0
SC57,2023/12/04,0,661.0
SC57,2023/12/04,1,414.0
SC57,2023/12/04,2,933.0
SC57,2023/12/04,3,842.0
SC57,2023/12/04,4,902.0
SC57,2023/12/04,5,0.0
SC57,2023/12/04,6,0.0
SC57,2023/12/04,7,117.0
SC57,2023/12/04,8,22.0
SC57,2023/12/04,9,283.0
SC57,2023/12/04,10,163.0
SC57,2023/12/04,11,236.0
SC57,2023/12/04,12,291.0
SC57,2023/12/04,13,433.0
SC57,2023/12/04,14,251.0
SC57,2023/12/04,15,12.0
SC57,2023/12/04,16,3.0
SC57,2023/12/04,17,0.0
SC57,2023/12/04,18,325.0
SC57,2023/12/04,19,255.0
SC57,2023/12/04,20,371.0
SC57,2023/12/04,21,307.0
SC57,2023/12/04,22,65.0
SC57,2023/12/04,23,586.0
SC57,2023/12/05,0,666.0
SC57,2023/12/05,1,479.0
SC57,2023/12/05,2,831.0
SC57,2023/12/05,3,1086.0
SC57,2023/12/05,4,839.0
SC57,2023/12/05,5,63.0
SC57,2023/12/05,6,0.0
SC57,2023/12/05,7,34.0
SC57,2023/12/05,8,102.0
SC57,2023/12/05,9,178.0
SC57,2023/12/05,10,188.0
SC57,2023/12/05,11,230.0
SC57,2023/12/05,12,246.0
SC57,2023/12/05,13,445.0
SC57,2023/12/05,14,269.0
SC57,2023/12/05,15,5.0
SC57,2023/12/05,16,8.0
SC57,2023/12/05,17,0.0
SC57,2023/12/05,18,359.0
SC57,2023/12/05,19,407.0
SC57,2023/12/05,20,313.0
SC57,2023/12/05,21,220.0
SC57,2023/12/05,22,117.0
SC57,2023/12/05,23,367.0
SC57,2023/12/06,0,612.0
SC57,2023/12/06,1,573.0
SC57,2023/12/06,2,697.0
SC57,2023/12/06,3,1091.0
SC57,2023/12/06,4,780.0
SC57,2023/12/06,5,21.0
SC57,2023/12/06,6,0.0
SC57,2023/12/06,7,34.0
SC57,2023/12/06,8,161.0
SC57,2023/12/06,9,187.0
SC57,2023/12/06,10,144.0
SC57,2023/12/06,11,205.0
SC57,2023/12/06,12,297.0
SC57,2023/12/06,13,394.0
SC57,2023/12/06,14,228.0
SC57,2023/12/06,15,9.0
SC57,2023/12/06,16,7.0
SC57,2023/12/06,17,0.0
SC57,2023/12/06,18,244.0
SC57,2023/12/06,19,334.0
SC57,2023/12/06,20,286.0
SC57,2023/12/06,21,180.0
SC57,2023/12/06,22,120.0
SC57,2023/12/06,23,319.0
SC57,2023/12/07,0,626.0
SC57,2023/12/07,1,552.0
SC57,2023/12/07,2,706.0
SC57,2023/12/07,3,1042.0
SC57,2023/12/07,4,856.0
SC57,2023/12/07,5,113.0
SC57,2023/12/07,6,0.0
SC57,2023/12/07,7,96.0
SC57,2023/12/07,8,152.0
SC57,2023/12/07,9,112.0
SC57,2023/12/07,10,96.0
SC57,2023/12/07,11,185.0
SC57,2023/12/07,12,298.0
SC57,2023/12/07,13,485.0
SC57,2023/12/07,14,234.0
SC57,2023/12/07,15,12.0
SC57,2023/12/07,16,0.0
SC57,2023/12/07,17,0.0
SC57,2023/12/07,18,332.0
SC57,2023/12/07,19,219.0
SC57,2023/12/07,20,277.0
SC57,2023/12/07,21,192.0
SC57,2023/12/07,22,58.0
SC57,2023/12/07,23,494.0
SC57,2023/12/08,0,723.0
SC57,2023/12/08,1,676.0
SC57,2023/12/08,2,955.0
SC57,2023/12/08,3,1008.0
SC57,2023/12/08,4,796.0
SC57,2023/12/08,5,46.0
SC57,2023/12/08,6,7.0
SC57,2023/12/08,7,74.0
SC57,2023/12/08,8,131.0
SC57,2023/12/08,9,151.0
SC57,2023/12/08,10,81.0
SC57,2023/12/08,11,247.0
SC57,2023/12/08,12,254.0
SC57,2023/12/08,13,325.0
SC57,2023/12/08,14,254.0
SC57,2023/12/08,15,11.0
SC57,2023/12/08,16,0.0
SC57,2023/12/08,17,0.0
SC57,2023/12/08,18,284.0
SC57,2023/12/08,19,187.0
SC57,2023/12/08,20,353.0
SC57,2023/12/08,21,199.0
SC57,2023/12/08,22,96.0
SC57,2023/12/08,23,462.0
SC57,2023/12/09,0,661.0
SC57,2023/12/09,1,675.0
SC57,2023/12/09,2,761.0
SC57,2023/12/09,3,854.0
SC57,2023/12/09,4,773.0
SC57,2023/12/09,5,97.0
SC57,2023/12/09,6,11.0
SC57,2023/12/09,7,51.0
SC57,2023/12/09,8,116.0
SC57,2023/12/09,9,193.0
SC57,2023/12/09,10,126.0
SC57,2023/12/09,11,180.0
SC57,2023/12/09,12,270.0
SC57,2023/12/09,13,456.0
SC57,2023/12/09,14,233.0
SC57,2023/12/09,15,14.0
SC57,2023/12/09,16,0.0
SC57,2023/12/09,17,0.0
SC57,2023/12/09,18,301.0
SC57,2023/12/09,19,212.0
SC57,2023/12/09,20,338.0
SC57,2023/12/09,21,285.0
SC57,2023/12/09,22,89.0
SC57,2023/12/09,23,439.0
SC57,2023/12/10,0,589.0
SC57,2023/12/10,1,597.0
SC57,2023/12/10,2,600.0
SC57,2023/12/10,3,995.0
SC57,2023/12/10,4,807.0
SC57,2023/12/10,5,30.0
SC57,2023/12/10,6,6.0
SC57,2023/12/10,7,95.0
SC57,2023/12/10,8,97.0
SC57,2023/12/10,9,148.0
SC57,2023/12/10,10,156.0
SC57,2023/12/10,11,208.0
SC57,2023/12/10,12,248.0
SC57,2023/12/10,13,438.0
SC57,2023/12/10,14,261.0
SC57,2023/12/10,15,10.0
SC57,2023/12/10,16,1.0
SC57,2023/12/10,17,0.0
SC57,2023/12/10,18,303.0
SC57,2023/12/10,19,255.0
SC57,2023/12/10,20,304.0
SC57,2023/12/10,21,76.0
SC57,2023/12/10,22,44.0
SC57,2023/12/10,23,467.0
SC57,2023/12/11,0,710.0
SC57,2023/12/11,1,596.0
SC57,2023/12/11,2,785.0
SC57,2023/12/11,3,927.0
SC57,2023/12/11,4,740.0
SC57,2023/12/11,5,116.0
SC57,2023/12/11,6,0.0
SC57,2023/12/11,7,109.0
SC57,2023/12/11,8,72.0
SC57,2023/12/11,9,238.0
SC57,2023/12/11,10,149.0
SC57,2023/12/11,11,226.0
SC57,2023/12/11,12,226.0
SC57,2023/12/11,13,378.0
SC57,2023/12/11,14,237.0
SC57,2023/12/11,15,3.0
SC57,2023/12/11,16,1.0
SC57,2023/12/11,17,0.0
SC57,2023/12/11,18,262.0
SC57,2023/12/11,19,356.0
SC57,2023/12/11,20,268.0
SC57,2023/12/11,21,181.0
SC57,2023/12/11,22,91.0
SC57,2023/12/11,23,410.0
SC57,2023/12/12,0,780.0
